"LIGAND_1","LIGAND_2","DESIGN","SIM_WEIGHT","X1","Y1","X2","Y2"
"lig_ejm_31","lig_ejm_46","A -optimal",0.148869969148523,-1096.59204691648,-423.766846274957,-1195.66118475399,-610.689230969641
"lig_ejm_31","lig_ejm_47","A -optimal",0.121735504854227,-1096.59204691648,-423.766846274957,-904.6592748845,-559.441795442253
"lig_ejm_31","lig_ejm_54","A -optimal",0.670049205930868,-1096.59204691648,-423.766846274957,-841.455015599728,-460.622646455653
"lig_ejm_31","lig_ejm_43","A -optimal",0.740605296542955,-1096.59204691648,-423.766846274957,-976.558387097437,-627.949536282569
"lig_ejm_31","lig_ejm_42","A -optimal",0.904759239659144,-1096.59204691648,-423.766846274957,-1146.96108296514,-175.742421400733
"lig_ejm_31","lig_ejm_45","A -optimal",0.606207415074717,-1096.59204691648,-423.766846274957,-1189.94263288751,-250.397401019931
"lig_ejm_31","lig_ejm_50","A -optimal",0.904759239659144,-1096.59204691648,-423.766846274957,-1044.99830664555,-193.166367456317
"lig_ejm_31","lig_ejm_49","A -optimal",0.0813309091132862,-1096.59204691648,-423.766846274957,-898.781609073281,-387.899149343371
"lig_ejm_31","lig_jmc_23","A -optimal",0.121735504854227,-1096.59204691648,-423.766846274957,-1089.09473204054,-653.955901961774
"lig_ejm_31","lig_ejm_48","A -optimal",0.0995196844681909,-1096.59204691648,-423.766846274957,-958.812677605078,-229.381136385375
"lig_ejm_31","lig_ejm_55","A -optimal",0.818581835980543,-1096.59204691648,-423.766846274957,-876.615675132722,-295.347541071336
"lig_ejm_31","lig_jmc_27","A -optimal",0.121735504854227,-1096.59204691648,-423.766846274957,-1299.22952619474,-427.310544868931
"lig_ejm_31","lig_ejm_44","A -optimal",0.606207415074717,-1096.59204691648,-423.766846274957,-1295.72985248454,-297.982682010159
"lig_ejm_31","lig_jmc_28","A -optimal",0.121735504854227,-1096.59204691648,-423.766846274957,-1337.54588936269,-589.462704438716
"lig_jmc_28","lig_jmc_30","A -optimal",0.670049205930868,-1337.54588936269,-589.462704438716,-1507.61578336358,-559.958120107651
"lig_ejm_46","lig_jmc_27","D -optimal",0.271934160199431,974.711991131306,-205.295981653268,1160.14379245043,-316.822911664524
"lig_ejm_42","lig_ejm_50","D -optimal",1,723.634592775255,-196.121366979321,660.879110508598,-396.891249909066
"lig_ejm_31","lig_ejm_47","D -optimal",0.121735504854227,811.904108865187,-24.4661425715312,976.626059802249,92.8255712967366
"lig_ejm_42","lig_ejm_43","D -optimal",0.904759239659144,723.634592775255,-196.121366979321,544.69646400772,-60.1924311607145
"lig_ejm_42","lig_ejm_55","D -optimal",1,723.634592775255,-196.121366979321,493.074163168669,-252.907048190013
"lig_ejm_31","lig_ejm_42","D -optimal",0.904759239659144,811.904108865187,-24.4661425715312,723.634592775255,-196.121366979321
"lig_ejm_31","lig_ejm_45","D -optimal",0.606207415074717,811.904108865187,-24.4661425715312,871.654294525972,191.079296831973
"lig_jmc_28","lig_jmc_30","D -optimal",0.670049205930868,1310.99674591841,-149.204081661999,1448.85395068116,-30.5173996463418
"lig_jmc_27","lig_jmc_28","D -optimal",1,1160.14379245043,-316.822911664524,1310.99674591841,-149.204081661999
"lig_ejm_42","lig_ejm_54","D -optimal",0.818581835980543,723.634592775255,-196.121366979321,542.96420545876,-342.666148114949
"lig_ejm_31","lig_ejm_49","D -optimal",0.0813309091132862,811.904108865187,-24.4661425715312,639.032112285495,121.983088485897
"lig_ejm_31","lig_ejm_48","D -optimal",0.0995196844681909,811.904108865187,-24.4661425715312,748.255110330298,186.182271827012
"lig_ejm_31","lig_ejm_46","D -optimal",0.148869969148523,811.904108865187,-24.4661425715312,974.711991131306,-205.295981653268
"lig_ejm_42","lig_ejm_44","D -optimal",0.740605296542955,723.634592775255,-196.121366979321,493.19242256321,-152.82796280738
"lig_jmc_23","lig_jmc_27","D -optimal",1,1244.09926494211,-489.661407025531,1160.14379245043,-316.822911664524
