# Eigenvalues from the first 20 ligands of the Janssen dataset with varied edge number												
#edge No	20	20	20	40	40	40	60	60	60	80	80	80
#trial	1	2	3	1	2	3	1	2	3	1	2	3
	2.432671621	2.257671749	2.872753505	3.235789271	5.202791528	3.341949912	4.702123817	5.418159066	5.637472337	4.427234695	6.029711304	5.506081357
	2.000003379	1.42697407	2.692931872	2.479420464	2.682553935	3.073108218	3.543734104	4.208180662	4.891991654	4.066502971	4.21287866	4.730877697
	1.895676961	1.147264042	1.977978561	2.288525525	2.190690645	2.286431045	3.37939116	3.243144406	3.56642995	3.551814885	3.673269379	3.638998529
	1.645016698	0.86233418	1.796393537	2.180143329	1.749542669	1.863352104	2.809884936	3.031284264	3.274289765	3.510403028	3.184681411	3.152722289
	1.293622112	0.544968744	1.222461165	1.850656164	1.457625647	1.40944307	2.355091226	2.684396788	2.993774991	2.652972872	3.064329188	2.598632227
	1.136385296	0.505424313	0.739634926	1.401899789	1.23485427	1.339384051	2.23258066	2.518194209	2.294030394	2.347817897	2.74552193	2.584829262
	0.776011883	0.364662138	0.602806136	1.361097898	1.186717629	1.27974615	2.149448083	2.415347214	1.813570312	2.071166973	2.431341336	2.259248313
	0.72409487	0.319406802	0.552694268	1.257964817	1.00443736	1.051391525	1.644605398	2.01660527	1.608167628	1.887228937	2.097679887	1.907780507
	0.686466127	0.260146743	0.500384226	0.9799063	0.833795187	0.923397502	1.423397682	1.947712884	1.42995409	1.807303101	1.716503922	1.768995237
	0.301400996	0.219207331	0.487175093	0.869099129	0.681500904	0.914473695	1.25428021	1.662747964	1.091373571	1.547849382	1.564262181	1.500726536
	0.265616558	0.038558044	0.291863701	0.728827619	0.565426522	0.699993075	1.211169957	1.196325534	0.963446923	1.39746229	1.363009876	1.247853483
	0.220023772	0.014653132	0.13483075	0.674787171	0.480858098	0.544145781	1.12819419	1.099690569	0.758863608	1.146182018	1.113384147	0.867761038
	0.075462428	2.98402E-05	0.093447023	0.441794369	0.382240819	0.366118974	0.734971039	0.996580798	0.739722295	1.082505296	1.062328508	0.787342631
	0.049349878	7.30009E-06	0.025335433	0.327742244	0.226919376	0.208292082	0.534152587	0.78207865	0.717637238	0.739227206	0.843026336	0.676559619
	9.26379E-06	6.75242E-06	1.40125E-05	0.232222338	0.145303277	0.193386823	0.252482767	0.249873294	0.64451089	0.674585746	0.680154933	0.566318911
	2.40818E-06	4.33596E-06	4.22428E-06	0.029108689	0.059273545	0.015343559	0.057976597	0.067426999	0.456152208	0.414871949	0.076977373	0.070868349
	1.37259E-07	7.46415E-07	3.37943E-06	0.012795661	3.91643E-05	9.47151E-05	3.17159E-05	1.5212E-05	0.068027479	0.057754	0.010924153	0.009044342
	1.04228E-08	5.1984E-07	6.63587E-07	0.00322011	1.11893E-05	1.66206E-05	1.83568E-05	1.24766E-05	0.00826032	0.009322201	0.003164634	0.000110855
	1.80554E-16	2.95944E-07	3.03456E-09	7.35931E-06	3.25776E-06	4.3336E-06	1.2615E-05	1.12162E-05	5.97752E-05	0.00247207	6.88002E-05	2.61003E-05
	4.14859E-17	7.49436E-09	4.67384E-16	5.23959E-06	1.55525E-08	8.10831E-09	1.80881E-08	1.26005E-08	9.82037E-06	1.90605E-05	1.13119E-05	1.2639E-05
