"LIGAND_1","LIGAND_2","DESIGN","SIM_WEIGHT","X1","Y1","X2","Y2"
"lig_5f","lig_5i","A -optimal",1,640.162588293664,-480.906305145298,791.047828273848,-710.681169017218
"lig_5h","lig_5k","A -optimal",0.66784663843647,521.659516175743,-973.41381126421,342.344375064597,-884.779909255914
"lig_5m","lig_5o","A -optimal",0.603578675387823,497.535653122701,-842.280113402754,327.636262362823,-1106.9264542181
"lig_1a","lig_5a","A -optimal",0.492808459854849,173.320325105102,-450.02198594436,344.206122791395,-662.179565932602
"lig_5j","lig_7","A -optimal",0.817370789490747,380.273361263331,-544.388420665637,211.916622310877,-718.960907245055
"lig_5a","lig_5b","A -optimal",0.904123465456932,344.206122791395,-662.179565932602,543.690640477464,-410.242112981156
"lig_5d","lig_5n","A -optimal",0.603578675387823,54.255127674056,-662.200308792293,122.940598074347,-945.259724701755
"lig_5i","lig_5m","A -optimal",0.904123465456932,791.047828273848,-710.681169017218,497.535653122701,-842.280113402754
"lig_5a","lig_5d","A -optimal",0.904123465456932,344.206122791395,-662.179565932602,54.255127674056,-662.200308792293
"lig_3b","lig_5d","A -optimal",1,59.3856985191815,-833.616749076173,54.255127674056,-662.200308792293
"lig_3b","lig_5a","A -optimal",0.817370789490747,59.3856985191815,-833.616749076173,344.206122791395,-662.179565932602
"lig_5b","lig_5l","A -optimal",0.904123465456932,543.690640477464,-410.242112981156,660.855891274754,-593.39865370281
"lig_5e","lig_7","A -optimal",0.904123465456932,15.2914486825466,-537.737406754866,211.916622310877,-718.960907245055
"lig_1a","lig_1b","A -optimal",0.738873722161794,173.320325105102,-450.02198594436,34.1971103833057,-254.906699612737
"lig_3a","lig_5a","A -optimal",1,413.020773751661,-343.452511030948,344.206122791395,-662.179565932602
"lig_5a","lig_5k","A -optimal",0.738873722161794,344.206122791395,-662.179565932602,342.344375064597,-884.779909255914
"lig_5a","lig_5e","A -optimal",0.904123465456932,344.206122791395,-662.179565932602,15.2914486825466,-537.737406754866
"lig_5a","lig_5l","A -optimal",0.738873722161794,344.206122791395,-662.179565932602,660.855891274754,-593.39865370281
"lig_5a","lig_5c","A -optimal",0.904123465456932,344.206122791395,-662.179565932602,276.866356492974,-338.83046952635
"lig_5n","lig_5p","A -optimal",0.904123465456932,122.940598074347,-945.259724701755,-27.0861860993318,-746.762388153933
"lig_5a","lig_5h","A -optimal",0.738873722161794,344.206122791395,-662.179565932602,521.659516175743,-973.41381126421
"lig_5a","lig_5g","A -optimal",0.904123465456932,344.206122791395,-662.179565932602,651.631493736524,-833.39881638065
"lig_1a","lig_3a","A -optimal",0.492808459854849,173.320325105102,-450.02198594436,413.020773751661,-343.452511030948
"lig_5a","lig_5p","A -optimal",0.402117477872926,344.206122791395,-662.179565932602,-27.0861860993318,-746.762388153933
"lig_5a","lig_5f","A -optimal",0.904123465456932,344.206122791395,-662.179565932602,640.162588293664,-480.906305145298
"lig_3b","lig_7","A -optimal",0.904123465456932,59.3856985191815,-833.616749076173,211.916622310877,-718.960907245055
"lig_5g","lig_5i","A -optimal",1,651.631493736524,-833.39881638065,791.047828273848,-710.681169017218
"lig_5c","lig_5j","A -optimal",0.817370789490747,276.866356492974,-338.83046952635,380.273361263331,-544.388420665637
"lig_5a","lig_5m","A -optimal",0.738873722161794,344.206122791395,-662.179565932602,497.535653122701,-842.280113402754
"lig_5b","lig_5j","A -optimal",0.904123465456932,543.690640477464,-410.242112981156,380.273361263331,-544.388420665637
"lig_5i","lig_5l","A -optimal",0.817370789490747,791.047828273848,-710.681169017218,660.855891274754,-593.39865370281
"lig_1a","lig_5c","A -optimal",0.402117477872926,173.320325105102,-450.02198594436,276.866356492974,-338.83046952635
