"LIGAND_1","LIGAND_2","DESIGN","SIM_WEIGHT","X1","Y1","X2","Y2"
"lig_23469","lig_23473","A -optimal",0.565514340886872,1248.80779599771,1670.73848578287,1116.24671414122,1482.2013589479
"lig_23466","lig_23472","A -optimal",0.139434875304199,1760.92787032574,1371.56593712606,1462.01057238225,1520.56468407344
"lig_20670_2qbs","lig_23486","A -optimal",0.122434013099066,1998.55527963676,1199.65645780158,2150.66860257275,1448.03513362724
"lig_23477","lig_23482","A -optimal",0.418936707488351,2021.6108603953,1329.37999091856,2268.52107601147,1300.57589233853
"lig_23477","lig_23479","A -optimal",0.511696105326214,2021.6108603953,1329.37999091856,1961.5191486096,1583.55232486874
"lig_23467","lig_23473","A -optimal",0.310349325922321,1370.08094083332,1364.16913244873,1116.24671414122,1482.2013589479
"lig_23466","lig_23476","A -optimal",0.254087907157176,1760.92787032574,1371.56593712606,1646.24079769291,1246.68654101808
"lig_23466","lig_23480","A -optimal",0.11415499029069,1760.92787032574,1371.56593712606,1485.72352626827,1277.78290483169
"lig_23330_2qbq","lig_23466","A -optimal",0.139434875304199,1857.3374926839,1106.46353053115,1760.92787032574,1371.56593712606
"lig_20667_2qbp","lig_23485","A -optimal",0.932392093036786,2166.10171046108,1692.59234594391,2405.66184179997,1526.10934596742
"lig_23466","lig_23477","A -optimal",0.310349325922321,1760.92787032574,1371.56593712606,2021.6108603953,1329.37999091856
"lig_20669_2qbr","lig_23466","A -optimal",0.254087907157176,1510.60845054407,1651.06336801033,1760.92787032574,1371.56593712606
"lig_23466","lig_23468","A -optimal",0.462999352018257,1760.92787032574,1371.56593712606,1667.33340878296,1035.36204516515
"lig_23466","lig_23475","A -optimal",0.379067177980075,1760.92787032574,1371.56593712606,1760.17767637223,1553.53452900844
"lig_23466","lig_23474","A -optimal",0.254087907157176,1760.92787032574,1371.56593712606,1664.75104095088,1656.08489143942
"lig_23477","lig_23483","A -optimal",0.154102055539472,2021.6108603953,1329.37999091856,2148.95170032606,1077.75554499496
"lig_20667_2qbp","lig_23486","A -optimal",1,2166.10171046108,1692.59234594391,2150.66860257275,1448.03513362724
"lig_23466","lig_23471","A -optimal",0.462999352018257,1760.92787032574,1371.56593712606,1562.876681183,1089.72604342969
"lig_23466","lig_23467","A -optimal",0.763373450323513,1760.92787032574,1371.56593712606,1370.08094083332,1364.16913244873
"lig_23469","lig_23472","A -optimal",0.462999352018257,1248.80779599771,1670.73848578287,1462.01057238225,1520.56468407344
"lig_20670_2qbs","lig_23466","A -optimal",0.310349325922321,1998.55527963676,1199.65645780158,1760.92787032574,1371.56593712606
"lig_23467","lig_23480","A -optimal",0.126163461810246,1370.08094083332,1364.16913244873,1485.72352626827,1277.78290483169
"lig_20670_2qbs","lig_23483","A -optimal",0.154102055539472,1998.55527963676,1199.65645780158,2148.95170032606,1077.75554499496
"lig_20669_2qbr","lig_23469","A -optimal",0.624992689690656,1510.60845054407,1651.06336801033,1248.80779599771,1670.73848578287
"lig_20667_2qbp","lig_23479","A -optimal",0.170311796585669,2166.10171046108,1692.59234594391,1961.5191486096,1583.55232486874
"lig_23466","lig_23479","A -optimal",0.170311796585669,1760.92787032574,1371.56593712606,1961.5191486096,1583.55232486874
"lig_20670_2qbs","lig_23482","A -optimal",0.418936707488351,1998.55527963676,1199.65645780158,2268.52107601147,1300.57589233853
"lig_23482","lig_23484","A -optimal",0.254087907157176,2268.52107601147,1300.57589233853,2320.84858753532,1569.60036952794
"lig_23482","lig_23485","A -optimal",0.280813252012583,2268.52107601147,1300.57589233853,2405.66184179997,1526.10934596742
"lig_23468","lig_23470","A -optimal",0.418936707488351,1667.33340878296,1035.36204516515,1505.60429178737,856.432055959478
"lig_20670_2qbs","lig_23330_2qbq","A -optimal",0.462999352018257,1998.55527963676,1199.65645780158,1857.3374926839,1106.46353053115
"lig_20669_2qbr","lig_23474","A -optimal",0.170311796585669,1510.60845054407,1651.06336801033,1664.75104095088,1656.08489143942
"lig_23470","lig_23471","A -optimal",0.418936707488351,1505.60429178737,856.432055959478,1562.876681183,1089.72604342969
